applicant_id,probability_of_default,risk_band,recommended_decision,actual_default
410733,0.1017762090920299,Medium Risk,Manual Review,0
166492,0.1888333502593331,Medium Risk,Manual Review,0
225093,0.5441662248593524,High Risk,Decline,0
162644,0.6981207702981912,High Risk,Decline,0
253902,0.6633777627844938,High Risk,Decline,0
184170,0.1277914652156032,Medium Risk,Manual Review,0
334118,0.2851719620268162,Medium Risk,Manual Review,0
402222,0.7029005274834876,High Risk,Decline,1
138002,0.1094299333809371,Medium Risk,Manual Review,0
236020,0.6465758918630352,High Risk,Decline,0
285197,0.2566526354053587,Medium Risk,Manual Review,0
137528,0.1989438650244236,Medium Risk,Manual Review,0
111909,0.188534434808267,Medium Risk,Manual Review,0
449064,0.0600223178999074,Low Risk,Approve,0
419369,0.4013900241222057,High Risk,Decline,0
304832,0.6381584449899215,High Risk,Decline,0
409625,0.4067085046200027,High Risk,Decline,0
170320,0.8265406849584214,High Risk,Decline,1
108678,0.0820912669909478,Low Risk,Approve,0
205701,0.5743411667118387,High Risk,Decline,0
338611,0.2104090619956556,Medium Risk,Manual Review,1
104212,0.0828347792006484,Low Risk,Approve,0
104807,0.789409365192546,High Risk,Decline,1
344130,0.1903748557246696,Medium Risk,Manual Review,0
208937,0.1366679048309307,Medium Risk,Manual Review,0
114865,0.1715310674816165,Medium Risk,Manual Review,0
225068,0.7293270076758135,High Risk,Decline,0
216155,0.337809178934059,High Risk,Decline,0
313098,0.3415293256741172,High Risk,Decline,0
384344,0.2851686061967441,Medium Risk,Manual Review,0
431998,0.1414027847044125,Medium Risk,Manual Review,0
405911,0.5715368787028844,High Risk,Decline,0
358618,0.3458142993666575,High Risk,Decline,0
247720,0.0876266157733441,Low Risk,Approve,0
273484,0.1212431810138583,Medium Risk,Manual Review,0
419402,0.6010547040616591,High Risk,Decline,1
404666,0.187504442040607,Medium Risk,Manual Review,0
119123,0.1789715135580404,Medium Risk,Manual Review,0
112158,0.780811942525786,High Risk,Decline,1
261375,0.170172012932998,Medium Risk,Manual Review,0
169687,0.0576854121412774,Low Risk,Approve,0
387651,0.2483401472513998,Medium Risk,Manual Review,0
328600,0.6404752813853665,High Risk,Decline,0
120297,0.1484373860647964,Medium Risk,Manual Review,0
249734,0.2629200381053066,Medium Risk,Manual Review,0
397786,0.5757275626455953,High Risk,Decline,0
358195,0.6956429835509738,High Risk,Decline,0
221239,0.4052044091647925,High Risk,Decline,0
386035,0.3329648430171246,High Risk,Decline,0
389263,0.1827143421240588,Medium Risk,Manual Review,0
176173,0.3842587100604667,High Risk,Decline,0
291604,0.1280191241083921,Medium Risk,Manual Review,0
354583,0.2157572394227454,Medium Risk,Manual Review,0
184684,0.0451691082036084,Low Risk,Approve,0
427117,0.2262834518757278,Medium Risk,Manual Review,0
225390,0.2417842698823865,Medium Risk,Manual Review,0
229849,0.6174256548306127,High Risk,Decline,0
373111,0.4375383225489486,High Risk,Decline,0
130631,0.6980522795896807,High Risk,Decline,1
406395,0.2978870752065836,Medium Risk,Manual Review,0
220543,0.0783948211770107,Low Risk,Approve,0
140059,0.4387644578908602,High Risk,Decline,0
406055,0.5160999821093389,High Risk,Decline,0
206436,0.2337482378559766,Medium Risk,Manual Review,0
217918,0.1687578306930677,Medium Risk,Manual Review,0
199063,0.767067434116206,High Risk,Decline,1
149603,0.3254542902344465,High Risk,Decline,0
333862,0.1012069454659587,Medium Risk,Manual Review,0
110059,0.2686042654055317,Medium Risk,Manual Review,0
236428,0.8301950310897067,High Risk,Decline,1
305588,0.4072249207690489,High Risk,Decline,0
388122,0.2940990059132994,Medium Risk,Manual Review,0
147679,0.1804855194941704,Medium Risk,Manual Review,0
258878,0.4803482326730368,High Risk,Decline,1
368817,0.084355512636824,Low Risk,Approve,0
214038,0.2534045599917867,Medium Risk,Manual Review,0
440070,0.0547724681771421,Low Risk,Approve,0
423581,0.845118486136688,High Risk,Decline,0
374478,0.0914308405692239,Low Risk,Approve,0
278496,0.1148290068365821,Medium Risk,Manual Review,0
319042,0.4800496533539499,High Risk,Decline,1
179495,0.2961403055122761,Medium Risk,Manual Review,0
231114,0.4853997165636983,High Risk,Decline,0
160712,0.2474289224750996,Medium Risk,Manual Review,0
122109,0.479958647651898,High Risk,Decline,0
323757,0.2953271450526667,Medium Risk,Manual Review,0
423992,0.5296967148888535,High Risk,Decline,0
214202,0.6348330998045282,High Risk,Decline,0
110801,0.1446069363543939,Medium Risk,Manual Review,0
114933,0.439571376006992,High Risk,Decline,0
256648,0.3861994549385085,High Risk,Decline,0
229653,0.2727506724439983,Medium Risk,Manual Review,0
335614,0.0935575468086135,Low Risk,Approve,0
160065,0.2569413006575956,Medium Risk,Manual Review,0
404726,0.6932768495387855,High Risk,Decline,1
430862,0.5769159355484674,High Risk,Decline,0
383122,0.7093245339039358,High Risk,Decline,0
442619,0.506425224236644,High Risk,Decline,0
439375,0.1380027598555241,Medium Risk,Manual Review,0
362114,0.3936678240980598,High Risk,Decline,0
288519,0.0680824903729466,Low Risk,Approve,0
375939,0.7846265129314363,High Risk,Decline,0
356317,0.297547121931439,Medium Risk,Manual Review,0
256245,0.3219363278305393,High Risk,Decline,0
182252,0.5476574334262669,High Risk,Decline,0
419294,0.398694819156584,High Risk,Decline,0
279537,0.3668510875611062,High Risk,Decline,0
407294,0.1187082689580118,Medium Risk,Manual Review,0
185259,0.3042747429120406,High Risk,Decline,0
298196,0.2394503353821869,Medium Risk,Manual Review,0
433903,0.4940916695763489,High Risk,Decline,0
405678,0.2493458765330507,Medium Risk,Manual Review,0
403227,0.3089859844260452,High Risk,Decline,0
153708,0.3286576013277339,High Risk,Decline,0
348602,0.4584002732869407,High Risk,Decline,0
323144,0.2629388827515885,Medium Risk,Manual Review,0
351333,0.530212116647929,High Risk,Decline,0
267314,0.6311012809717441,High Risk,Decline,0
378085,0.538280234662575,High Risk,Decline,0
454422,0.373217395653468,High Risk,Decline,1
283673,0.615428001280508,High Risk,Decline,0
227389,0.649783743539008,High Risk,Decline,0
159676,0.4366550455258566,High Risk,Decline,0
224114,0.2743743568497006,Medium Risk,Manual Review,0
184746,0.1935134327723595,Medium Risk,Manual Review,0
425110,0.2637514690564194,Medium Risk,Manual Review,0
334797,0.4378670847799833,High Risk,Decline,0
123367,0.4314251733966244,High Risk,Decline,0
329947,0.1062782991542604,Medium Risk,Manual Review,0
394639,0.6332901940690788,High Risk,Decline,0
250287,0.1285869893840485,Medium Risk,Manual Review,0
342808,0.1206097752573639,Medium Risk,Manual Review,0
221801,0.79107600199697,High Risk,Decline,0
208006,0.2952396802442111,Medium Risk,Manual Review,0
379659,0.6222292343710218,High Risk,Decline,0
113394,0.4265562503622183,High Risk,Decline,1
232740,0.3668441839901742,High Risk,Decline,0
356225,0.1385417177299377,Medium Risk,Manual Review,0
137332,0.8877001071476237,High Risk,Decline,1
348193,0.3205803017720684,High Risk,Decline,1
331463,0.9165631711692463,High Risk,Decline,1
110176,0.3696886315103095,High Risk,Decline,0
141117,0.1521081687180566,Medium Risk,Manual Review,0
335179,0.3716475188973343,High Risk,Decline,0
447716,0.0862766706066781,Low Risk,Approve,0
269122,0.1338946690455412,Medium Risk,Manual Review,0
429374,0.2574489698181939,Medium Risk,Manual Review,0
425668,0.2056510253605733,Medium Risk,Manual Review,0
349466,0.1042970939793156,Medium Risk,Manual Review,0
246106,0.3083829065137453,High Risk,Decline,0
304854,0.102373738341916,Medium Risk,Manual Review,0
379068,0.394660532719177,High Risk,Decline,0
247429,0.614629048486092,High Risk,Decline,0
365977,0.472755065613918,High Risk,Decline,0
290460,0.13085949344239,Medium Risk,Manual Review,0
259956,0.0829924711939908,Low Risk,Approve,0
136649,0.2902207005336014,Medium Risk,Manual Review,0
400417,0.3925923199690398,High Risk,Decline,0
357474,0.3979561809580372,High Risk,Decline,0
373818,0.0405610378062159,Low Risk,Approve,0
203831,0.4019583093911795,High Risk,Decline,0
275463,0.3787434711297223,High Risk,Decline,0
268724,0.3902153789254255,High Risk,Decline,0
185492,0.0984579724482452,Low Risk,Approve,0
372093,0.5951375976457786,High Risk,Decline,0
225407,0.5403452811031859,High Risk,Decline,0
283447,0.2572250695690181,Medium Risk,Manual Review,0
189007,0.1360921225492178,Medium Risk,Manual Review,0
179362,0.2850895449692536,Medium Risk,Manual Review,0
208456,0.2506832944141187,Medium Risk,Manual Review,0
316413,0.1993129533452057,Medium Risk,Manual Review,0
161835,0.1651748938730517,Medium Risk,Manual Review,0
380642,0.0900660696242429,Low Risk,Approve,0
415153,0.6994423952359223,High Risk,Decline,0
116494,0.1284317628829258,Medium Risk,Manual Review,0
232210,0.1761797098435747,Medium Risk,Manual Review,0
295127,0.442106490152347,High Risk,Decline,0
187604,0.5464869504850537,High Risk,Decline,1
449986,0.3040828873555062,High Risk,Decline,0
129523,0.0543008342284858,Low Risk,Approve,0
389687,0.7529633229931084,High Risk,Decline,1
424308,0.1491046160958201,Medium Risk,Manual Review,0
103100,0.5184109885002529,High Risk,Decline,0
169335,0.1723840416981433,Medium Risk,Manual Review,0
345217,0.5621637001484588,High Risk,Decline,0
148331,0.9224887615542444,High Risk,Decline,1
210443,0.3782533013914858,High Risk,Decline,0
300822,0.3054400728834104,High Risk,Decline,0
228686,0.0746821154614294,Low Risk,Approve,0
177033,0.5232124616478174,High Risk,Decline,0
446395,0.5498046722797467,High Risk,Decline,0
245363,0.3998695863684331,High Risk,Decline,0
151825,0.565421773207568,High Risk,Decline,0
272958,0.1931411272300225,Medium Risk,Manual Review,0
442142,0.5864242810564626,High Risk,Decline,0
102612,0.3483284600591564,High Risk,Decline,0
437293,0.5941329503073229,High Risk,Decline,0
395710,0.0908765000569178,Low Risk,Approve,0
426414,0.1369178112994631,Medium Risk,Manual Review,0
293582,0.1090953112046879,Medium Risk,Manual Review,0
208408,0.1752991548069055,Medium Risk,Manual Review,0
115657,0.4419776985688643,High Risk,Decline,1
208838,0.3443523027328678,High Risk,Decline,0
157626,0.033856868123347,Low Risk,Approve,0
236217,0.1130128921008916,Medium Risk,Manual Review,0
206567,0.4310782102042126,High Risk,Decline,1
133948,0.7537374301964181,High Risk,Decline,0
433552,0.3659119159676953,High Risk,Decline,0
111287,0.1481478977826221,Medium Risk,Manual Review,0
454473,0.8596098337534759,High Risk,Decline,0
237946,0.1414593413227483,Medium Risk,Manual Review,0
429461,0.3962134502194263,High Risk,Decline,0
193393,0.745810315558141,High Risk,Decline,0
392078,0.0978005437001373,Low Risk,Approve,0
293147,0.4013380305602536,High Risk,Decline,0
176479,0.2505000306646423,Medium Risk,Manual Review,0
342538,0.2172710487348053,Medium Risk,Manual Review,0
255340,0.3738779924618636,High Risk,Decline,0
239892,0.2806559092072235,Medium Risk,Manual Review,0
275893,0.6624449667877254,High Risk,Decline,0
245677,0.3007206661042585,High Risk,Decline,0
147068,0.5941448775017367,High Risk,Decline,0
162370,0.6074314376064895,High Risk,Decline,0
256009,0.2891170087652512,Medium Risk,Manual Review,0
218523,0.4148896939788085,High Risk,Decline,0
343438,0.8707593165268706,High Risk,Decline,0
193880,0.1189045574054405,Medium Risk,Manual Review,0
140176,0.3115493010032781,High Risk,Decline,0
293865,0.0916062040043514,Low Risk,Approve,0
287507,0.597000204457759,High Risk,Decline,0
152805,0.9010494727367202,High Risk,Decline,1
378442,0.6648365444433767,High Risk,Decline,1
190432,0.1426462941009139,Medium Risk,Manual Review,0
303369,0.1199132728014523,Medium Risk,Manual Review,0
312369,0.3901166057294133,High Risk,Decline,0
420172,0.0536662647573378,Low Risk,Approve,0
452003,0.3859017334043428,High Risk,Decline,0
211871,0.2663723921076595,Medium Risk,Manual Review,0
287709,0.4034978552200001,High Risk,Decline,0
148759,0.4581265187985717,High Risk,Decline,0
310815,0.7486202418987289,High Risk,Decline,0
278980,0.8819183799707458,High Risk,Decline,0
388462,0.2170252399023336,Medium Risk,Manual Review,0
156711,0.4508662571416408,High Risk,Decline,0
294505,0.3678055724932914,High Risk,Decline,1
205554,0.3521735792054281,High Risk,Decline,0
112642,0.4858767688241853,High Risk,Decline,0
231486,0.1008383776681128,Medium Risk,Manual Review,0
441066,0.3007216353710031,High Risk,Decline,0
221696,0.6243419792229874,High Risk,Decline,0
273139,0.1072468100810397,Medium Risk,Manual Review,0
369064,0.160832415582627,Medium Risk,Manual Review,0
232199,0.5192793729239161,High Risk,Decline,0
176071,0.6475246850258097,High Risk,Decline,1
182365,0.3873416800742081,High Risk,Decline,0
296824,0.2747119932242472,Medium Risk,Manual Review,0
433141,0.305302939674186,High Risk,Decline,0
242855,0.6415266217326853,High Risk,Decline,1
359274,0.2188201757613378,Medium Risk,Manual Review,0
431450,0.1945745877239966,Medium Risk,Manual Review,0
176489,0.1777026354071299,Medium Risk,Manual Review,0
232129,0.2975761772709277,Medium Risk,Manual Review,0
148454,0.4338919456063096,High Risk,Decline,0
450245,0.4083182607889435,High Risk,Decline,0
237021,0.8364768026939172,High Risk,Decline,0
254799,0.0912609611865247,Low Risk,Approve,0
355479,0.2979909193513673,Medium Risk,Manual Review,0
302421,0.3723726971460196,High Risk,Decline,0
390942,0.3701287035081356,High Risk,Decline,0
109819,0.5424470316952089,High Risk,Decline,0
138956,0.3912262735195676,High Risk,Decline,0
446423,0.1796910626928675,Medium Risk,Manual Review,0
294107,0.0857727888244339,Low Risk,Approve,0
163081,0.5148201956499043,High Risk,Decline,0
234390,0.0753538551245274,Low Risk,Approve,0
209120,0.3282216330020853,High Risk,Decline,0
252823,0.1176405214340315,Medium Risk,Manual Review,0
379188,0.2169752512563735,Medium Risk,Manual Review,0
268172,0.1482332844636588,Medium Risk,Manual Review,0
317104,0.3544149220084049,High Risk,Decline,0
247724,0.3643533367428985,High Risk,Decline,0
152109,0.2379664151958386,Medium Risk,Manual Review,0
444924,0.1149390020805338,Medium Risk,Manual Review,0
285150,0.3042265428936058,High Risk,Decline,0
455713,0.1328368539233437,Medium Risk,Manual Review,0
454421,0.1499139891904549,Medium Risk,Manual Review,0
428460,0.1193031321353485,Medium Risk,Manual Review,0
234287,0.1835201740178085,Medium Risk,Manual Review,0
228106,0.1299515380311626,Medium Risk,Manual Review,0
214003,0.147214330884114,Medium Risk,Manual Review,0
115127,0.572017798296603,High Risk,Decline,0
275402,0.1088071819979326,Medium Risk,Manual Review,0
344907,0.399633624848617,High Risk,Decline,0
207316,0.0609778042844219,Low Risk,Approve,0
231709,0.3844798386477586,High Risk,Decline,1
393941,0.5247157747678842,High Risk,Decline,0
272481,0.2644929714323917,Medium Risk,Manual Review,0
284736,0.2205635158013282,Medium Risk,Manual Review,0
240564,0.7257191452158785,High Risk,Decline,0
219148,0.7105110254162416,High Risk,Decline,0
145743,0.3877396243564626,High Risk,Decline,0
107062,0.301040848563197,High Risk,Decline,0
424875,0.0727136416372164,Low Risk,Approve,0
102419,0.1772159487535367,Medium Risk,Manual Review,0
414418,0.6203463084285339,High Risk,Decline,0
156763,0.0984392143422102,Low Risk,Approve,0
323513,0.0490982323807442,Low Risk,Approve,0
256447,0.1735894120424135,Medium Risk,Manual Review,0
300934,0.3168532145204478,High Risk,Decline,0
422309,0.0491342718979947,Low Risk,Approve,0
358502,0.5792894501133532,High Risk,Decline,1
327396,0.5378089553505404,High Risk,Decline,0
186673,0.5343911873905091,High Risk,Decline,1
381883,0.169954861294634,Medium Risk,Manual Review,0
197346,0.8020643523268046,High Risk,Decline,1
170244,0.0736812798980596,Low Risk,Approve,0
160206,0.4964988484659502,High Risk,Decline,0
314040,0.5459562028098641,High Risk,Decline,0
116911,0.1075022423329962,Medium Risk,Manual Review,0
151259,0.2836541634338979,Medium Risk,Manual Review,0
281578,0.1386544088638273,Medium Risk,Manual Review,0
347874,0.2042071306185492,Medium Risk,Manual Review,0
209809,0.2024540820015937,Medium Risk,Manual Review,0
260068,0.3377485243756356,High Risk,Decline,0
123980,0.0485194682213401,Low Risk,Approve,0
255673,0.0570268521426487,Low Risk,Approve,0
420101,0.2691609837988687,Medium Risk,Manual Review,0
193702,0.1043887605965895,Medium Risk,Manual Review,0
261927,0.4382423621535344,High Risk,Decline,0
381375,0.8320927072781324,High Risk,Decline,1
271680,0.1622795441141571,Medium Risk,Manual Review,0
128671,0.7741384297617654,High Risk,Decline,0
176792,0.1299393544677136,Medium Risk,Manual Review,0
412068,0.184784252642877,Medium Risk,Manual Review,0
376365,0.6088807903081708,High Risk,Decline,0
340372,0.7632591859201339,High Risk,Decline,0
259895,0.451270750360909,High Risk,Decline,0
422230,0.0960244540527302,Low Risk,Approve,0
296380,0.4934401671076261,High Risk,Decline,0
112789,0.4230623539291471,High Risk,Decline,0
359464,0.3279357221415455,High Risk,Decline,0
311520,0.3187377323666273,High Risk,Decline,0
307226,0.5692946492099437,High Risk,Decline,0
405389,0.6349271817645243,High Risk,Decline,1
386649,0.3338976730315556,High Risk,Decline,0
219777,0.7134878949715113,High Risk,Decline,0
435815,0.3908546700091057,High Risk,Decline,0
170900,0.7802085662625067,High Risk,Decline,0
414141,0.0782191963513593,Low Risk,Approve,0
186216,0.4147904168166464,High Risk,Decline,1
440581,0.4458583876757604,High Risk,Decline,0
371723,0.2042390048550415,Medium Risk,Manual Review,0
321260,0.4698916211900955,High Risk,Decline,1
229848,0.3568736626717068,High Risk,Decline,1
